Tanggal,Demand,Is_Peak_Season,Is_Event,Waktu_Produksi,Biaya_Lembur,Lead_Time,Ongkir_Bahan_Baku,Max_Lembur_Bulan,Max_TK_Tambahan,Kategori_Musim,Prod_Pouch,Prod_Sajadah,Prod_Sarung Bantal,Prod_Selimut,Prod_Taplak Meja,Prod_Totebag
2022-05-17,6,0,1,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-05-18,5,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-05-19,4,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-05-20,5,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-05-21,7,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-05-22,6,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-05-23,5,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-05-24,1,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-05-25,6,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-05-26,7,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-05-27,5,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-05-28,4,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-05-29,8,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-05-30,2,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-05-31,2,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-06-01,4,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-06-02,4,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-06-03,7,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-06-04,6,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-06-05,3,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-06-06,2,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-06-07,7,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-06-08,3,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-06-09,3,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-06-10,6,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-06-11,7,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-06-12,3,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-06-13,4,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-06-14,3,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-06-15,4,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-06-16,10,0,1,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-06-17,4,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-06-18,8,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-06-19,6,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-06-20,3,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-06-21,8,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-06-22,7,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-06-23,6,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-06-24,8,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-06-25,6,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-06-26,0,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-06-27,7,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-06-28,1,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-06-29,8,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-06-30,3,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-07-01,6,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-07-02,3,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-07-03,3,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-07-04,7,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-07-05,3,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-07-06,8,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-07-07,3,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-07-08,2,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-07-09,7,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-07-10,6,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-07-11,2,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-07-12,3,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-07-13,4,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-07-14,3,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-07-15,0,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-07-16,8,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-07-17,2,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-07-18,2,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-07-19,5,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-07-20,1,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-07-21,3,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-07-22,7,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-07-23,3,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-07-24,10,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-07-25,3,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-07-26,4,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-07-27,2,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-07-28,4,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-07-29,0,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-07-30,4,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-07-31,7,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-08-01,6,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-08-02,0,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-08-03,2,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-08-04,8,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-08-05,5,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-08-06,1,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-08-07,5,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-08-08,6,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-08-09,2,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-08-10,5,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-08-11,2,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-08-12,2,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-08-13,3,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-08-14,4,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-08-15,7,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-08-16,6,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-08-17,7,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-08-18,7,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-08-19,8,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-08-20,5,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-08-21,7,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-08-22,6,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-08-23,5,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-08-24,2,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-08-25,7,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-08-26,7,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-08-27,3,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-08-28,4,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-08-29,2,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-08-30,6,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-08-31,6,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-09-01,4,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-09-02,5,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-09-03,4,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-09-04,4,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-09-05,3,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-09-06,6,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-09-07,5,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-09-08,6,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-09-09,4,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-09-10,5,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-09-11,8,0,1,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-09-12,5,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-09-13,3,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-09-14,3,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-09-15,7,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-09-16,7,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-09-17,2,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-09-18,6,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-09-19,7,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-09-20,7,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-09-21,6,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-09-22,6,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-09-23,2,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-09-24,7,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-09-25,5,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-09-26,5,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-09-27,4,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-09-28,3,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-09-29,2,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-09-30,3,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-10-01,3,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-10-02,2,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-10-03,8,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-10-04,7,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-10-05,6,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-10-06,1,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-10-07,6,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-10-08,6,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-10-09,7,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-10-10,2,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-10-11,5,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-10-12,2,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-10-13,4,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-10-14,5,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-10-15,5,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-10-16,8,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-10-17,3,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-10-18,6,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-10-19,5,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-10-20,5,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-10-21,6,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-10-22,4,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-10-23,6,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-10-24,4,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-10-25,2,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-10-26,6,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-10-27,7,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-10-28,5,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-10-29,4,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-10-30,3,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-10-31,5,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-11-01,7,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-11-02,4,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-11-03,2,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-11-04,7,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-11-05,4,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-11-06,4,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-11-07,4,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-11-08,5,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-11-09,5,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-11-10,3,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-11-11,3,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-11-12,2,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-11-13,4,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-11-14,7,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-11-15,3,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-11-16,5,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-11-17,0,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-11-18,6,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-11-19,9,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-11-20,9,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-11-21,8,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-11-22,5,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-11-23,6,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-11-24,2,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-11-25,5,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-11-26,6,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-11-27,2,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-11-28,8,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-11-29,8,0,1,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-11-30,4,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-12-01,4,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-12-02,4,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-12-03,6,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-12-04,4,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-12-05,3,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-12-06,4,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-12-07,4,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-12-08,7,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-12-09,3,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-12-10,3,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-12-11,4,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-12-12,7,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-12-13,6,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-12-14,4,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-12-15,3,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-12-16,5,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-12-17,9,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-12-18,2,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-12-19,8,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-12-20,7,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-12-21,6,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-12-22,6,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-12-23,9,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-12-24,1,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-12-25,2,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-12-26,6,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-12-27,6,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-12-28,3,0,1,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-12-29,6,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-12-30,1,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2022-12-31,6,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-01-01,2,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-01-02,1,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-01-03,5,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-01-04,6,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-01-05,1,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-01-06,5,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-01-07,4,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-01-08,6,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-01-09,5,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-01-10,7,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-01-11,3,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-01-12,2,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-01-13,6,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-01-14,4,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-01-15,9,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-01-16,4,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-01-17,8,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-01-18,2,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-01-19,6,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-01-20,1,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-01-21,6,0,1,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-01-22,10,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-01-23,1,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-01-24,4,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-01-25,8,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-01-26,2,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-01-27,7,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-01-28,8,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-01-29,6,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-01-30,6,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-01-31,1,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-02-01,2,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-02-02,8,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-02-03,4,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-02-04,1,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-02-05,5,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-02-06,5,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-02-07,6,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-02-08,1,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-02-09,2,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-02-10,5,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-02-11,7,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-02-12,3,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-02-13,4,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-02-14,9,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-02-15,3,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-02-16,2,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-02-17,7,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-02-18,1,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-02-19,5,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-02-20,1,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-02-21,2,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-02-22,6,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-02-23,7,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-02-24,6,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-02-25,4,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-02-26,5,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-02-27,2,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-02-28,8,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-03-01,7,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-03-02,7,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-03-03,1,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-03-04,1,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-03-05,6,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-03-06,5,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-03-07,8,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-03-08,7,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-03-09,7,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-03-10,8,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-03-11,3,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
2023-03-12,8,0,0,24,70000,10,10000,30,2,Ramadhan,False,True,False,False,False,False
